NWall SWall EWall OWall NPlayer SPlayer EPlayer OPlayer PlayerDistance Action QValue
False True False False False False True False 0 Down -70,80859
False True False False False False True False 0 Left 34,6996
False True False False False False True False 1 Up 57,58954
False True False False False False True False 1 Right 34,67089
False True False False False False True False 1 Down -32,64078
False True False False False False True False 1 Left 53,97158
False True False False False False True False 2 Up 58,0038
False True False False False False True False 2 Right 43,78575
False True False False False False True False 2 Down -51,58753
False True False False False False True False 2 Left 78,50267
False True False False False False True True 0 Up 0
False True False False False False True True 0 Right 0
False True False False False False True True 0 Down 0
False True False False False False True True 0 Left 0
False True False False False False True True 1 Up 0
False True False False False False True True 1 Right 0
False True False False False False True True 1 Down 0
False True False False False False True True 1 Left 0
False True False False False False True True 2 Up 0
False True False False False False True True 2 Right 0
False True False False False False True True 2 Down 0
False True False False False False True True 2 Left 0
False True False False False True False False 0 Up 124,9506
False True False False False True False False 0 Right 112,5411
False True False False False True False False 0 Down -36,05764
False True False False False True False False 0 Left 98,14172
False True False False False True False False 1 Up 94,33681
False True False False False True False False 1 Right 64,94411
False True False False False True False False 1 Down -48,12214
False True False False False True False False 1 Left 68,90234
False True False False False True False False 2 Up 52,68526
False True False False False True False False 2 Right 56,32566
False True False False False True False False 2 Down -46,97888
False True False False False True False False 2 Left 48,542
False True False False False True False True 0 Up 70,37488
False True False False False True False True 0 Right 82,92807
False True False False False True False True 0 Down -36,29615
False True False False False True False True 0 Left -32,01057
False True False False False True False True 1 Up 66,0227
False True False False False True False True 1 Right 56,6086
False True False False False True False True 1 Down -32,34159
False True False False False True False True 1 Left 44,51005
False True False False False True False True 2 Up 48,5733
False True False False False True False True 2 Right 48,86489
False True False False False True False True 2 Down -50,01376
False True False False False True False True 2 Left 40,7679
False True False False False True True False 0 Up 75,02242
False True False False False True True False 0 Right 5,184816
False True False False False True True False 0 Down -52,27621
False True False False False True True False 0 Left 88,28528
False True False False False True True False 1 Up 66,00732
False True False False False True True False 1 Right 56,01644
False True False False False True True False 1 Down -34,3431
False True False False False True True False 1 Left 61,41553
False True False False False True True False 2 Up 36,95943
False True False False False True True False 2 Right 51,21139
False True False False False True True False 2 Down -51,44742
False True False False False True True False 2 Left 79,66031
False True False False False True True True 0 Up 0
False True False False False True True True 0 Right 0
False True False False False True True True 0 Down 0
False True False False False True True True 0 Left 0
False True False False False True True True 1 Up 0
False True False False False True True True 1 Right 0
False True False False False True True True 1 Down 0
False True False False False True True True 1 Left 0
False True False False False True True True 2 Up 0
False True False False False True True True 2 Right 0
False True False False False True True True 2 Down 0
False True False False False True True True 2 Left 0
False True False False True False False False 0 Up 31,70662
False True False False True False False False 0 Right 45,7864
False True False False True False False False 0 Down -68,69427
False True False False True False False False 0 Left 39,11773
False True False False True False False False 1 Up 32,42645
False True False False True False False False 1 Right 61,15665
False True False False True False False False 1 Down -73,5419
False True False False True False False False 1 Left 61,22609
False True False False True False False False 2 Up 34,42331
False True False False True False False False 2 Right 37,62626
False True False False True False False False 2 Down -66,6701
False True False False True False False False 2 Left 40,96971
False True False False True False False True 0 Up -11,54912
False True False False True False False True 0 Right 79,16276
False True False False True False False True 0 Down -58,9308
False True False False True False False True 0 Left 27,76135
False True False False True False False True 1 Up 53,99376
False True False False True False False True 1 Right 75,52605
False True False False True False False True 1 Down -50,38421
False True False False True False False True 1 Left 57,91736
False True False False True False False True 2 Up 42,38141
False True False False True False False True 2 Right 47,80819
False True False False True False False True 2 Down -55,63451
False True False False True False False True 2 Left 34,52177
False True False False True False True False 0 Up 55,72155
False True False False True False True False 0 Right 7,888983
False True False False True False True False 0 Down -38,25593
False True False False True False True False 0 Left 76,7505
False True False False True False True False 1 Up 56,59577
False True False False True False True False 1 Right 53,97195
False True False False True False True False 1 Down -38,33189
False True False False True False True False 1 Left 70,24735
False True False False True False True False 2 Up 47,64717
False True False False True False True False 2 Right 46,63163
False True False False True False True False 2 Down -56,52512
False True False False True False True False 2 Left 43,66098
False True False False True False True True 0 Up 0
False True False False True False True True 0 Right 0
False True False False True False True True 0 Down 0
False True False False True False True True 0 Left 0
False True False False True False True True 1 Up 0
False True False False True False True True 1 Right 0
False True False False True False True True 1 Down 0
False True False False True False True True 1 Left 0
False True False False True False True True 2 Up 0
False True False False True False True True 2 Right 0
False True False False True False True True 2 Down 0
False True False False True False True True 2 Left 0
False True False False True True False False 0 Up 0
False True False False True True False False 0 Right 0
False True False False True True False False 0 Down 0
False True False False True True False False 0 Left 0
False True False False True True False False 1 Up 0
False True False False True True False False 1 Right 0
False True False False True True False False 1 Down 0
False True False False True True False False 1 Left 0
False True False False True True False False 2 Up 0
False True False False True True False False 2 Right 0
False True False False True True False False 2 Down 0
False True False False True True False False 2 Left 0
False True False False True True False True 0 Up 0
False True False False True True False True 0 Right 0
False True False False True True False True 0 Down 0
False True False False True True False True 0 Left 0
False True False False True True False True 1 Up 0
False True False False True True False True 1 Right 0
False True False False True True False True 1 Down 0
False True False False True True False True 1 Left 0
False True False False True True False True 2 Up 0
False True False False True True False True 2 Right 0
False True False False True True False True 2 Down 0
False True False False True True False True 2 Left 0
False True False False True True True False 0 Up 0
False True False False True True True False 0 Right 0
False True False False True True True False 0 Down 0
False True False False True True True False 0 Left 0
False True False False True True True False 1 Up 0
False True False False True True True False 1 Right 0
False True False False True True True False 1 Down 0
False True False False True True True False 1 Left 0
False True False False True True True False 2 Up 0
False True False False True True True False 2 Right 0
False True False False True True True False 2 Down 0
False True False False True True True False 2 Left 0
False True False False True True True True 0 Up 0
False True False False True True True True 0 Right 0
False True False False True True True True 0 Down 0
False True False False True True True True 0 Left 0
False True False False True True True True 1 Up 0
False True False False True True True True 1 Right 0
False True False False True True True True 1 Down 0
False True False False True True True True 1 Left 0
False True False False True True True True 2 Up 0
False True False False True True True True 2 Right 0
False True False False True True True True 2 Down 0
False True False False True True True True 2 Left 0
False True False True False False False False 0 Up 0
False True False True False False False False 0 Right 0
False True False True False False False False 0 Down 0
False True False True False False False False 0 Left 0
False True False True False False False False 1 Up 0
False True False True False False False False 1 Right 0
False True False True False False False False 1 Down 0
False True False True False False False False 1 Left 0
False True False True False False False False 2 Up 0
False True False True False False False False 2 Right 0
False True False True False False False False 2 Down 0
False True False True False False False False 2 Left 0
False True False True False False False True 0 Up 12,06881
False True False True False False False True 0 Right 86,01347
False True False True False False False True 0 Down -36
False True False True False False False True 0 Left -14,59772
False True False True False False False True 1 Up 54,90125
False True False True False False False True 1 Right 63,41488
False True False True False False False True 1 Down -81,96329
False True False True False False False True 1 Left -58,65025
False True False True False False False True 2 Up 60,82598
False True False True False False False True 2 Right 69,12452
False True False True False False False True 2 Down -74,19298
False True False True False False False True 2 Left -57,88185
False True False True False False True False 0 Up 28,95099
False True False True False False True False 0 Right -1,472944
False True False True False False True False 0 Down -77,48705
False True False True False False True False 0 Left -76,83183
False True False True False False True False 1 Up 57,4228
False True False True False False True False 1 Right 42,40203
False True False True False False True False 1 Down -85,15224
False True False True False False True False 1 Left -66,17066
False True False True False False True False 2 Up 40,36916
False True False True False False True False 2 Right 43,85155
False True False True False False True False 2 Down -58,99339
False True False True False False True False 2 Left -77,90059
False True False True False False True True 0 Up 0
False True False True False False True True 0 Right 0
False True False True False False True True 0 Down 0
False True False True False False True True 0 Left 0
False True False True False False True True 1 Up 0
False True False True False False True True 1 Right 0
False True False True False False True True 1 Down 0
False True False True False False True True 1 Left 0
False True False True False False True True 2 Up 0
False True False True False False True True 2 Right 0
False True False True False False True True 2 Down 0
False True False True False False True True 2 Left 0
False True False True False True False False 0 Up 84,69087
False True False True False True False False 0 Right 49,84455
False True False True False True False False 0 Down -5,238441
False True False True False True False False 0 Left 0,1264788
False True False True False True False False 1 Up 52,10717
False True False True False True False False 1 Right 79,18985
False True False True False True False False 1 Down -55,05295
False True False True False True False False 1 Left -35,33473
False True False True False True False False 2 Up 59,73262
False True False True False True False False 2 Right 53,20283
False True False True False True False False 2 Down -55,36912
False True False True False True False False 2 Left -49,80981
False True False True False True False True 0 Up 107,1921
False True False True False True False True 0 Right 86,24993
False True False True False True False True 0 Down -54,86591
False True False True False True False True 0 Left -19,67222
False True False True False True False True 1 Up 48,06782
False True False True False True False True 1 Right 63,49479
False True False True False True False True 1 Down -72,30254
False True False True False True False True 1 Left -43,16086
False True False True False True False True 2 Up 38,76134
False True False True False True False True 2 Right 39,90922
False True False True False True False True 2 Down -72,70341
False True False True False True False True 2 Left -68,34649
False True False True False True True False 0 Up 44,00234
False True False True False True True False 0 Right -11,86893
False True False True False True True False 0 Down -70,44758
False True False True False True True False 0 Left -106,3325
False True False True False True True False 1 Up 44,23514
False True False True False True True False 1 Right 36,22139
False True False True False True True False 1 Down -44,55804
False True False True False True True False 1 Left -58,99458
False True False True False True True False 2 Up 30,52851
False True False True False True True False 2 Right 44,95495
False True False True False True True False 2 Down -60,16789
False True False True False True True False 2 Left -68,72656
False True False True False True True True 0 Up 0
False True False True False True True True 0 Right 0
False True False True False True True True 0 Down 0
False True False True False True True True 0 Left 0
False True False True False True True True 1 Up 0
False True False True False True True True 1 Right 0
False True False True False True True True 1 Down 0
False True False True False True True True 1 Left 0
False True False True False True True True 2 Up 0
False True False True False True True True 2 Right 0
False True False True False True True True 2 Down 0
False True False True False True True True 2 Left 0
False True False True True False False False 0 Up 23,82488
False True False True True False False False 0 Right 42,33693
False True False True True False False False 0 Down -72,45496
False True False True True False False False 0 Left -85,66214
False True False True True False False False 1 Up 25,39782
False True False True True False False False 1 Right 51,99082
False True False True True False False False 1 Down -79,39074
False True False True True False False False 1 Left -52,69794
False True False True True False False False 2 Up 39,37095
False True False True True False False False 2 Right 45,23209
False True False True True False False False 2 Down -72,4581
False True False True True False False False 2 Left -50,13942
False True False True True False False True 0 Up 2,022337
False True False True True False False True 0 Right 60,74162
False True False True True False False True 0 Down -85,96383
False True False True True False False True 0 Left -67,13367
False True False True True False False True 1 Up 57,1437
False True False True True False False True 1 Right 60,61984
False True False True True False False True 1 Down -70,4165
False True False True True False False True 1 Left -44,74477
False True False True True False False True 2 Up 46,31828
False True False True True False False True 2 Right 36,76187
False True False True True False False True 2 Down -54,5717
False True False True True False False True 2 Left -52,4653
False True False True True False True False 0 Up 28,79104
False True False True True False True False 0 Right 22,43749
False True False True True False True False 0 Down -66,24272
False True False True True False True False 0 Left -68,17481
False True False True True False True False 1 Up 50,95235
False True False True True False True False 1 Right 50,20457
False True False True True False True False 1 Down -50,32081
False True False True True False True False 1 Left -46,83819
False True False True True False True False 2 Up 35,05824
False True False True True False True False 2 Right 36,38528
False True False True True False True False 2 Down -59,32668
False True False True True False True False 2 Left -61,7198
False True False True True False True True 0 Up 0
False True False True True False True True 0 Right 0
False True False True True False True True 0 Down 0
False True False True True False True True 0 Left 0
False True False True True False True True 1 Up 0
False True False True True False True True 1 Right 0
False True False True True False True True 1 Down 0
False True False True True False True True 1 Left 0
False True False True True False True True 2 Up 0
False True False True True False True True 2 Right 0
False True False True True False True True 2 Down 0
False True False True True False True True 2 Left 0
False True False True True True False False 0 Up 0
False True False True True True False False 0 Right 0
False True False True True True False False 0 Down 0
False True False True True True False False 0 Left 0
False True False True True True False False 1 Up 0
False True False True True True False False 1 Right 0
False True False True True True False False 1 Down 0
False True False True True True False False 1 Left 0
False True False True True True False False 2 Up 0
False True False True True True False False 2 Right 0
False True False True True True False False 2 Down 0
False True False True True True False False 2 Left 0
False True False True True True False True 0 Up 0
False True False True True True False True 0 Right 0
False True False True True True False True 0 Down 0
False True False True True True False True 0 Left 0
False True False True True True False True 1 Up 0
False True False True True True False True 1 Right 0
False True False True True True False True 1 Down 0
False True False True True True False True 1 Left 0
False True False True True True False True 2 Up 0
False True False True True True False True 2 Right 0
False True False True True True False True 2 Down 0
False True False True True True False True 2 Left 0
False True False True True True True False 0 Up 0
False True False True True True True False 0 Right 0
False True False True True True True False 0 Down 0
False True False True True True True False 0 Left 0
False True False True True True True False 1 Up 0
False True False True True True True False 1 Right 0
False True False True True True True False 1 Down 0
False True False True True True True False 1 Left 0
False True False True True True True False 2 Up 0
False True False True True True True False 2 Right 0
False True False True True True True False 2 Down 0
False True False True True True True False 2 Left 0
False True False True True True True True 0 Up 0
False True False True True True True True 0 Right 0
False True False True True True True True 0 Down 0
False True False True True True True True 0 Left 0
False True False True True True True True 1 Up 0
False True False True True True True True 1 Right 0
False True False True True True True True 1 Down 0
False True False True True True True True 1 Left 0
False True False True True True True True 2 Up 0
False True False True True True True True 2 Right 0
False True False True True True True True 2 Down 0
False True False True True True True True 2 Left 0
False True True False False False False False 0 Up 0
False True True False False False False False 0 Right 0
False True True False False False False False 0 Down 0
False True True False False False False False 0 Left 0
False True True False False False False False 1 Up 0
False True True False False False False False 1 Right 0
False True True False False False False False 1 Down 0
False True True False False False False False 1 Left 0
False True True False False False False False 2 Up 0
False True True False False False False False 2 Right 0
False True True False False False False False 2 Down 0
False True True False False False False False 2 Left 0
False True True False False False False True 0 Up 51,34251
False True True False False False False True 0 Right -87,39683
False True True False False False False True 0 Down -63,34297
False True True False False False False True 0 Left -42,06454
False True True False False False False True 1 Up 61,82253
False True True False False False False True 1 Right -74,46191
False True True False False False False True 1 Down -79,47562
False True True False False False False True 1 Left 40,92355
False True True False False False False True 2 Up 51,96563
False True True False False False False True 2 Right -68,89242
False True True False False False False True 2 Down -54,13105
False True True False False False False True 2 Left 45,95487
False True True False False False True False 0 Up 68,65451
False True True False False False True False 0 Right -4,678995
False True True False False False True False 0 Down -20
False True True False False False True False 0 Left 51,94966
False True True False False False True False 1 Up 60,74816
False True True False False False True False 1 Right -30,80207
False True True False False False True False 1 Down -47,39585
False True True False False False True False 1 Left 28,03806
False True True False False False True False 2 Up 44,17705
False True True False False False True False 2 Right -38,42654
False True True False False False True False 2 Down -65,62686
False True True False False False True False 2 Left 67,3412
False True True False False False True True 0 Up 0
False True True False False False True True 0 Right 0
False True True False False False True True 0 Down 0
False True True False False False True True 0 Left 0
False True True False False False True True 1 Up 0
False True True False False False True True 1 Right 0
False True True False False False True True 1 Down 0
False True True False False False True True 1 Left 0
False True True False False False True True 2 Up 0
False True True False False False True True 2 Right 0
False True True False False False True True 2 Down 0
False True True False False False True True 2 Left 0
False True True False False True False False 0 Up 91,18358
False True True False False True False False 0 Right -18,49548
False True True False False True False False 0 Down -20
False True True False False True False False 0 Left 0
False True True False False True False False 1 Up 58,48717
False True True False False True False False 1 Right -26,76012
False True True False False True False False 1 Down -56,45538
False True True False False True False False 1 Left 80,46718
False True True False False True False False 2 Up 38,26685
False True True False False True False False 2 Right -62,09388
False True True False False True False False 2 Down -56,96951
False True True False False True False False 2 Left 49,75279
False True True False False True False True 0 Up 77,10916
False True True False False True False True 0 Right -73,35583
False True True False False True False True 0 Down -47,59477
False True True False False True False True 0 Left 32,11793
False True True False False True False True 1 Up 72,94194
False True True False False True False True 1 Right -44,93572
False True True False False True False True 1 Down -51,8003
False True True False False True False True 1 Left 53,76542
False True True False False True False True 2 Up 63,60206
False True True False False True False True 2 Right -63,44716
False True True False False True False True 2 Down -52,1497
False True True False False True False True 2 Left 40,9118
False True True False False True True False 0 Up 83,35712
False True True False False True True False 0 Right -42,01955
False True True False False True True False 0 Down -27,64692
False True True False False True True False 0 Left 67,84286
False True True False False True True False 1 Up 63,48368
False True True False False True True False 1 Right -37,20553
False True True False False True True False 1 Down -47,39663
False True True False False True True False 1 Left 81,18012
False True True False False True True False 2 Up 51,78897
False True True False False True True False 2 Right -46,03003
False True True False False True True False 2 Down -62,94747
False True True False False True True False 2 Left 38,04621
False True True False False True True True 0 Up 0
False True True False False True True True 0 Right 0
False True True False False True True True 0 Down 0
False True True False False True True True 0 Left 0
False True True False False True True True 1 Up 0
False True True False False True True True 1 Right 0
False True True False False True True True 1 Down 0
False True True False False True True True 1 Left 0
False True True False False True True True 2 Up 0
False True True False False True True True 2 Right 0
False True True False False True True True 2 Down 0
False True True False False True True True 2 Left 0
False True True False True False False False 0 Up 18,63419
False True True False True False False False 0 Right -92,39169
False True True False True False False False 0 Down -99,24217
False True True False True False False False 0 Left 34,21051
False True True False True False False False 1 Up 25,79273
False True True False True False False False 1 Right -97,74188
False True True False True False False False 1 Down -74,5067
False True True False True False False False 1 Left 42,50916
False True True False True False False False 2 Up 32,29469
False True True False True False False False 2 Right -58,79432
False True True False True False False False 2 Down -81,53329
False True True False True False False False 2 Left 38,91546
False True True False True False False True 0 Up 59,33455
False True True False True False False True 0 Right -88,32214
False True True False True False False True 0 Down -92,48716
False True True False True False False True 0 Left 29,61629
False True True False True False False True 1 Up 45,22247
False True True False True False False True 1 Right -48,17185
False True True False True False False True 1 Down -54,68784
False True True False True False False True 1 Left 57,95214
False True True False True False False True 2 Up 40,41113
False True True False True False False True 2 Right -58,38926
False True True False True False False True 2 Down -58,20244
False True True False True False False True 2 Left 35,83012
False True True False True False True False 0 Up 33,58212
False True True False True False True False 0 Right -47,47078
False True True False True False True False 0 Down -69,64174
False True True False True False True False 0 Left 79,17168
False True True False True False True False 1 Up 52,34583
False True True False True False True False 1 Right -41,18084
False True True False True False True False 1 Down -68,92263
False True True False True False True False 1 Left 62,87695
False True True False True False True False 2 Up 49,57249
False True True False True False True False 2 Right -63,04157
False True True False True False True False 2 Down -59,79235
False True True False True False True False 2 Left 33,57907
False True True False True False True True 0 Up 0
False True True False True False True True 0 Right 0
False True True False True False True True 0 Down 0
False True True False True False True True 0 Left 0
False True True False True False True True 1 Up 0
False True True False True False True True 1 Right 0
False True True False True False True True 1 Down 0
False True True False True False True True 1 Left 0
False True True False True False True True 2 Up 0
False True True False True False True True 2 Right 0
False True True False True False True True 2 Down 0
False True True False True False True True 2 Left 0
False True True False True True False False 0 Up 0
False True True False True True False False 0 Right 0
False True True False True True False False 0 Down 0
False True True False True True False False 0 Left 0
False True True False True True False False 1 Up 0
False True True False True True False False 1 Right 0
False True True False True True False False 1 Down 0
False True True False True True False False 1 Left 0
False True True False True True False False 2 Up 0
False True True False True True False False 2 Right 0
False True True False True True False False 2 Down 0
False True True False True True False False 2 Left 0
False True True False True True False True 0 Up 0
False True True False True True False True 0 Right 0
False True True False True True False True 0 Down 0
False True True False True True False True 0 Left 0
False True True False True True False True 1 Up 0
False True True False True True False True 1 Right 0
False True True False True True False True 1 Down 0
False True True False True True False True 1 Left 0
False True True False True True False True 2 Up 0
False True True False True True False True 2 Right 0
False True True False True True False True 2 Down 0
False True True False True True False True 2 Left 0
False True True False True True True False 0 Up 0
False True True False True True True False 0 Right 0
False True True False True True True False 0 Down 0
False True True False True True True False 0 Left 0
False True True False True True True False 1 Up 0
False True True False True True True False 1 Right 0
False True True False True True True False 1 Down 0
False True True False True True True False 1 Left 0
False True True False True True True False 2 Up 0
False True True False True True True False 2 Right 0
False True True False True True True False 2 Down 0
False True True False True True True False 2 Left 0
False True True False True True True True 0 Up 0
False True True False True True True True 0 Right 0
False True True False True True True True 0 Down 0
False True True False True True True True 0 Left 0
False True True False True True True True 1 Up 0
False True True False True True True True 1 Right 0
False True True False True True True True 1 Down 0
False True True False True True True True 1 Left 0
False True True False True True True True 2 Up 0
False True True False True True True True 2 Right 0
False True True False True True True True 2 Down 0
False True True False True True True True 2 Left 0
False True True True False False False False 0 Up 0
False True True True False False False False 0 Right 0
False True True True False False False False 0 Down 0
False True True True False False False False 0 Left 0
False True True True False False False False 1 Up 0
False True True True False False False False 1 Right 0
False True True True False False False False 1 Down 0
False True True True False False False False 1 Left 0
False True True True False False False False 2 Up 0
False True True True False False False False 2 Right 0
False True True True False False False False 2 Down 0
False True True True False False False False 2 Left 0
False True True True False False False True 0 Up 12,03779
False True True True False False False True 0 Right 0
False True True True False False False True 0 Down 0
False True True True False False False True 0 Left 0
False True True True False False False True 1 Up 40,0645
False True True True False False False True 1 Right -4,644437
False True True True False False False True 1 Down 0
False True True True False False False True 1 Left 0
False True True True False False False True 2 Up 9,952376
False True True True False False False True 2 Right 0
False True True True False False False True 2 Down 0
False True True True False False False True 2 Left -8,713142
False True True True False False True False 0 Up 7,231163
False True True True False False True False 0 Right 0
False True True True False False True False 0 Down 0
False True True True False False True False 0 Left 0
False True True True False False True False 1 Up 23,34364
False True True True False False True False 1 Right 0
False True True True False False True False 1 Down -1,830917
False True True True False False True False 1 Left 0
False True True True False False True False 2 Up 44,75213
False True True True False False True False 2 Right -15,94853
False True True True False False True False 2 Down -23,43036
False True True True False False True False 2 Left 0
False True True True False False True True 0 Up 0
False True True True False False True True 0 Right 0
False True True True False False True True 0 Down 0
False True True True False False True True 0 Left 0
False True True True False False True True 1 Up 0
False True True True False False True True 1 Right 0
False True True True False False True True 1 Down 0
False True True True False False True True 1 Left 0
False True True True False False True True 2 Up 0
False True True True False False True True 2 Right 0
False True True True False False True True 2 Down 0
False True True True False False True True 2 Left 0
False True True True False True False False 0 Up 76,62603
False True True True False True False False 0 Right 0
False True True True False True False False 0 Down 0
False True True True False True False False 0 Left 0
False True True True False True False False 1 Up 0
False True True True False True False False 1 Right 0
False True True True False True False False 1 Down -12,95162
False True True True False True False False 1 Left -0,8669063
False True True True False True False False 2 Up 6,492444
False True True True False True False False 2 Right -20,70549
False True True True False True False False 2 Down -9,569382
False True True True False True False False 2 Left -7,212171
False True True True False True False True 0 Up 12,47931
False True True True False True False True 0 Right -5,677616
False True True True False True False True 0 Down -9,567506
False True True True False True False True 0 Left -13,54585
False True True True False True False True 1 Up 59,10033
False True True True False True False True 1 Right -24,6624
False True True True False True False True 1 Down -13,28942
False True True True False True False True 1 Left -17,80204
False True True True False True False True 2 Up 43,12576
False True True True False True False True 2 Right -40,34758
False True True True False True False True 2 Down -39,43438
False True True True False True False True 2 Left -31,85508
False True True True False True True False 0 Up 26,99553
False True True True False True True False 0 Right -3,687985
False True True True False True True False 0 Down -3,37592
False True True True False True True False 0 Left 0
False True True True False True True False 1 Up 35,44103
False True True True False True True False 1 Right -7,961997
False True True True False True True False 1 Down -12,18241
False True True True False True True False 1 Left -11,35109
False True True True False True True False 2 Up 51,87724
False True True True False True True False 2 Right -35,37254
False True True True False True True False 2 Down -49,99355
False True True True False True True False 2 Left -39,82756
False True True True False True True True 0 Up 0
False True True True False True True True 0 Right 0
False True True True False True True True 0 Down 0
False True True True False True True True 0 Left 0
False True True True False True True True 1 Up 0
False True True True False True True True 1 Right 0
False True True True False True True True 1 Down 0
False True True True False True True True 1 Left 0
False True True True False True True True 2 Up 0
False True True True False True True True 2 Right 0
False True True True False True True True 2 Down 0
False True True True False True True True 2 Left 0
False True True True True False False False 0 Up -40,94631
False True True True True False False False 0 Right -38,54042
False True True True True False False False 0 Down -46,35905
False True True True True False False False 0 Left -33,98199
False True True True True False False False 1 Up 20,8512
False True True True True False False False 1 Right -3,150358
False True True True True False False False 1 Down -19,36856
False True True True True False False False 1 Left -6,787251
False True True True True False False False 2 Up 36,53838
False True True True True False False False 2 Right -13,80719
False True True True True False False False 2 Down -35,43593
False True True True True False False False 2 Left -23,20755
False True True True True False False True 0 Up -22,8492
False True True True True False False True 0 Right -17,89469
False True True True True False False True 0 Down -40,04099
False True True True True False False True 0 Left -19,86223
False True True True True False False True 1 Up 55,56706
False True True True True False False True 1 Right -18,88847
False True True True True False False True 1 Down -17,16143
False True True True True False False True 1 Left -17,15186
False True True True True False False True 2 Up 44,88385
False True True True True False False True 2 Right -44,61605
False True True True True False False True 2 Down -37,36615
False True True True True False False True 2 Left -43,54931
False True True True True False True False 0 Up -31,42279
False True True True True False True False 0 Right -21,07549
False True True True True False True False 0 Down -25,32246
False True True True True False True False 0 Left -18,03055
False True True True True False True False 1 Up 48,87613
False True True True True False True False 1 Right -10,14795
False True True True True False True False 1 Down -27,38722
False True True True True False True False 1 Left -23,65867
False True True True True False True False 2 Up 44,84034
False True True True True False True False 2 Right -50,16011
False True True True True False True False 2 Down -47,89065
False True True True True False True False 2 Left -45,0582
False True True True True False True True 0 Up 0
False True True True True False True True 0 Right 0
False True True True True False True True 0 Down 0
False True True True True False True True 0 Left 0
False True True True True False True True 1 Up 0
False True True True True False True True 1 Right 0
False True True True True False True True 1 Down 0
False True True True True False True True 1 Left 0
False True True True True False True True 2 Up 0
False True True True True False True True 2 Right 0
False True True True True False True True 2 Down 0
False True True True True False True True 2 Left 0
False True True True True True False False 0 Up 0
False True True True True True False False 0 Right 0
False True True True True True False False 0 Down 0
False True True True True True False False 0 Left 0
False True True True True True False False 1 Up 0
False True True True True True False False 1 Right 0
False True True True True True False False 1 Down 0
False True True True True True False False 1 Left 0
False True True True True True False False 2 Up 0
False True True True True True False False 2 Right 0
False True True True True True False False 2 Down 0
False True True True True True False False 2 Left 0
False True True True True True False True 0 Up 0
False True True True True True False True 0 Right 0
False True True True True True False True 0 Down 0
False True True True True True False True 0 Left 0
False True True True True True False True 1 Up 0
False True True True True True False True 1 Right 0
False True True True True True False True 1 Down 0
False True True True True True False True 1 Left 0
False True True True True True False True 2 Up 0
False True True True True True False True 2 Right 0
False True True True True True False True 2 Down 0
False True True True True True False True 2 Left 0
False True True True True True True False 0 Up 0
False True True True True True True False 0 Right 0
False True True True True True True False 0 Down 0
False True True True True True True False 0 Left 0
False True True True True True True False 1 Up 0
False True True True True True True False 1 Right 0
False True True True True True True False 1 Down 0
False True True True True True True False 1 Left 0
False True True True True True True False 2 Up 0
False True True True True True True False 2 Right 0
False True True True True True True False 2 Down 0
False True True True True True True False 2 Left 0
False True True True True True True True 0 Up 0
False True True True True True True True 0 Right 0
False True True True True True True True 0 Down 0
False True True True True True True True 0 Left 0
False True True True True True True True 1 Up 0
False True True True True True True True 1 Right 0
False True True True True True True True 1 Down 0
False True True True True True True True 1 Left 0
False True True True True True True True 2 Up 0
False True True True True True True True 2 Right 0
False True True True True True True True 2 Down 0
False True True True True True True True 2 Left 0
True False False False False False False False 0 Up 0
True False False False False False False False 0 Right 0
True False False False False False False False 0 Down 0
True False False False False False False False 0 Left 0
True False False False False False False False 1 Up 0
True False False False False False False False 1 Right 0
True False False False False False False False 1 Down 0
True False False False False False False False 1 Left 0
True False False False False False False False 2 Up 0
True False False False False False False False 2 Right 0
True False False False False False False False 2 Down 0
True False False False False False False False 2 Left 0
True False False False False False False True 0 Up -56,41158
True False False False False False False True 0 Right 35,21946
True False False False False False False True 0 Down 39,3601
True False False False False False False True 0 Left -2,784879
True False False False False False False True 1 Up -38,10861
True False False False False False False True 1 Right 57,92356
True False False False False False False True 1 Down 68,58115
True False False False False False False True 1 Left 35,69898
True False False False False False False True 2 Up -51,58731
True False False False False False False True 2 Right 71,14048
True False False False False False False True 2 Down 58,25998
True False False False False False False True 2 Left 47,95653
True False False False False False True False 0 Up -74,76445
True False False False False False True False 0 Right 22,22784
True False False False False False True False 0 Down 37,19003
True False False False False False True False 0 Left 36,2448
True False False False False False True False 1 Up -45,9696
True False False False False False True False 1 Right 49,88184
True False False False False False True False 1 Down 69,83427
True False False False False False True False 1 Left 74,06806
True False False False False False True False 2 Up -43,37751
True False False False False False True False 2 Right 48,26433
True False False False False False True False 2 Down 55,43318
True False False False False False True False 2 Left 76,37132
True False False False False False True True 0 Up 0
True False False False False False True True 0 Right 0
True False False False False False True True 0 Down 0
True False False False False False True True 0 Left 0
True False False False False False True True 1 Up 0
True False False False False False True True 1 Right 0
True False False False False False True True 1 Down 0
True False False False False False True True 1 Left 0
True False False False False False True True 2 Up 0
True False False False False False True True 2 Right 0
True False False False False False True True 2 Down 0
True False False False False False True True 2 Left 0
True False False False False True False False 0 Up -69,69521
True False False False False True False False 0 Right 36,27397
True False False False False True False False 0 Down 19,92697
True False False False False True False False 0 Left 45,51307
True False False False False True False False 1 Up -61,54323
True False False False False True False False 1 Right 72,77215
True False False False False True False False 1 Down 33,70127
True False False False False True False False 1 Left 66,28391
True False False False False True False False 2 Up -70,85648
True False False False False True False False 2 Right 49,16813
